Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus
NDL42;;"Randme või labakäe kõõluse suturatsioon või tagasikinnitamine; muu kõõlus";"Suture or reinsertion of tendon of wrist or hand; other tendon";;0;01.01.2003;;;1;
NDL50;;"Randme või labakäe tenolüüs või tenosünovektoomia; painutaja kõõlus";"Tenolysis or tenosynovectomy of wrist or hand; flexor tendon";;0;01.01.2003;;;1;
NDL51;;"Randme või labakäe tenolüüs või tenosünovektoomia; sirutaja kõõlus";"Tenolysis or tenosynovectomy of wrist or hand; extensor tendon";;0;01.01.2003;;;1;
NDL52;;"Randme või labakäe tenolüüs või tenosünovektoomia; muu kõõlus";"Tenolysis or tenosynovectomy of wrist or hand; other tendon";;0;01.01.2003;;;1;
NDL60;;"Randme või labakäe kõõluse tenodees, lühendamine või pikendamine; painutaja kõõlus";"Tenodesis, shortening or lengthening of tendon of wrist or hand; flexor tendon";;0;01.01.2003;;;1;
NDL61;;"Randme või labakäe kõõluse tenodees, lühendamine või pikendamine; sirutaja kõõlus";"Tenodesis, shortening or lengthening of tendon of wrist or hand; extensor tendon";;0;01.01.2003;;;1;
NDL62;;"Randme või labakäe kõõluse tenodees, lühendamine või pikendamine; muu kõõlus";Shortening of tendon of wrist or hand;;0;01.01.2003;;;1;
NDL70;;"Randme või labakäe kõõluse ekstsisioon; painutaja kõõlus";"Excision of muscle or tendon of wrist or hand; flexor tendon";;0;01.01.2003;;;1;
NDL71;;"Randme või labakäe kõõluse ekstsisioon; sirutaja kõõlus";"Excision of muscle or tendon of wrist or hand; extensor tendon";;0;01.01.2003;;;1;
NDL72;;"Randme või labakäe kõõluse ekstsisioon; muu kõõlus";"Excision of muscle or tendon of wrist or hand; other tendon";;0;01.01.2003;;;1;
NDL80;;"Randme või labakäe kõõluse transpositsioon; painutaja kõõlus";Transposition of tendon of wrist or hand;;0;01.01.2003;;;1;
NDL81;;"Randme või labakäe kõõluse transpositsioon; sirutaja kõõlus";"Transposition of tendon of wrist or hand; extensor tendon";;0;01.01.2003;;;1;
NDL82;;"Randme või labakäe kõõluse transpositsioon; muu kõõlus";"Transposition of tendon of wrist or hand; other tendon";;0;01.01.2003;;;1;
NDL99;;Muu operatsioon randme või labakäe lihasel või kõõlusel;Other operation on muscle or tendon of wrist or hand;;0;01.01.2003;;;1;
NDM09;;Randme või labakäe fastsiotoomia;Fasciotomy of wrist or hand;;0;01.01.2003;;;1;
NDM19;;Randme või labakäe fastsia osaline või täielik ekstsisioon;Partial or total excision of fascia of wrist or hand;;0;01.01.2003;;;1;
NDM29;;Randme või labakäe fastsia suturatsioon;Suture of fascia of wrist or hand;;0;01.01.2003;;;1;
NDM39;;Randme või labakäe sünoviaalganglioni ekstsisioon;Excision of synovial ganglion of wrist or hand;;0;01.01.2003;;;1;
NDM49;;Randme või labakäe kõõlustupe tenolüüs;Discission of sheath of tendon of wrist or hand;;0;01.01.2003;;;1;
NDM59;;Randme või labakäe kõõlustupe osaline ekstsisioon;Partial excision of sheath of tendon of wrist or hand;;0;01.01.2003;;;1;
NDM69;;Randme või labakäe kõõlustupe rekonstruktsioon;Reconstruction of pulley of tendon of wrist or hand;;0;01.01.2003;;;1;
NDM79;;Randme või labakäe limapauna ekstsisioon;Excision of bursa of wrist or hand;;0;01.01.2003;;;1;
NDM99;;Muu operatsioon randme või labakäe fastsial, ganglionil, sünoviaaltupel või limapaunal;Other operation on fascia, ganglion, synovial sheath or bursa of wrist or hand;;0;01.01.2003;;;1;
NDN09;;Luu autotransplantaat randme- või labakäeluule;Autograft of bone to wrist or hand;;0;01.01.2003;;;1;
NDN19;;Luu allotransplantaat randme- või labakäeluule;Allograft of bone to wrist or hand;;0;01.01.2003;;;1;
NDN29;;Luu ksenotransplantaat randme- või labakäeluule;Xenograft of bone to wrist or hand;;0;01.01.2003;;;1;
NDN49;;Kõhre, periosti või fastsia transplantatsioon randmele või labakäele;Transplantation of cartilage, periosteum or fascia to wrist or hand;;0;01.01.2003;;;1;
NDN99;;Muu transplantatsioon randmel või labakäel;Other transplantation in surgery of wrist or hand to wrist or hand;;0;01.01.2003;;;1;
NDP09;;Sõrme replantatsioon;Replantation of digit;;0;01.01.2003;;;1;
NDP19;;Sõrme autotransplantatsioon või transpositsioon;Autotransplantation or transposition of digit;;0;01.01.2003;;;1;
NDP29;;Labakäe replantatsioon;Replantation of hand;;0;01.01.2003;;;1;
NDQ00;;"Eksartikulatsioon randmel või labakäel; radiokarpaalliiges";"Exarticulation in wrist or hand; radiocarpal joint";;0;01.01.2003;;;1;
NDQ01;;"Eksartikulatsioon randmel või labakäel; karpaalpiirkond";"Exarticulation in wrist or hand; of carpal region";;0;01.01.2003;;;1;
NDQ02;;"Eksartikulatsioon randmel või labakäel; karpometakarpaalliiges";"Exarticulation in wrist or hand; carpometacarpal joint";;0;01.01.2003;;;1;
NDQ03;;"Eksartikulatsioon randmel või labakäel; pöial täielikult";"Exarticulation in wrist or hand; thumb, total";;0;01.01.2003;;;1;
NDQ04;;"Eksartikulatsioon randmel või labakäel; pöial osaliselt";"Exarticulation in wrist or hand; thumb, partial";;0;01.01.2003;;;1;
NDQ05;;"Eksartikulatsioon randmel või labakäel; muud sõrmed täielikult";"Exarticulation in wrist or hand; other fingers, total";;0;01.01.2003;;;1;
NDQ06;;"Eksartikulatsioon randmel või labakäel; muud sõrmed osaliselt";"Exarticulation in wrist or hand; other fingers, partial";;0;01.01.2003;;;1;
NDQ10;;"Randme või labakäe amputatsioon; radiokarpaalliiges";"Amputation in wrist or hand; radiocarpal joint";;0;01.01.2003;;;1;
NDQ11;;"Randme või labakäe amputatsioon; karpaalpiirkond";"Amputation in wrist or hand; carpal region";;0;01.01.2003;;;1;
NDQ12;;"Randme või labakäe amputatsioon; karpometakarpaalliiges";"Amputation in wrist or hand; carpometacarpal joint";;0;01.01.2003;;;1;
NDQ13;;"Randme või labakäe amputatsioon; pöial täielikult";"Amputation in wrist or hand; thumb, total";;0;01.01.2003;;;1;
NDQ14;;"Randme või labakäe amputatsioon; pöial osaliselt";"Amputation in wrist or hand; thumb, partial";;0;01.01.2003;;;1;
NDQ15;;"Randme või labakäe amputatsioon; muud sõrmed täielikult";"Amputation in wrist or hand; other fingers, total";;0;01.01.2003;;;1;
NDQ16;;"Randme või labakäe amputatsioon; muud sõrmed osaliselt";"Amputation in wrist or hand; other fingers, partial";;0;01.01.2003;;;1;
NDQ20;;"Randme või labakäe amputatsiooni- või randme- või labakäeliigese eksartikulatsiooniköndi revisioon; radiokarpaalliiges";"Revision of amputation or exarticulation stump in wrist or hand; radiocarpal joint";;0;01.01.2003;;;1;
NDQ21;;"Randme või labakäe amputatsiooni- või randme- või labakäeliigese eksartikulatsiooniköndi revisioon; karpaalpiirkond";"Revision of amputation or exarticulation stump in wrist or hand; of carpal region";;0;01.01.2003;;;1;
NDQ22;;"Randme või labakäe amputatsiooni- või randme- või labakäeliigese eksartikulatsiooniköndi revisioon; karpometakarpaalliiges";"Revision of amputation or exarticulation stump in wrist or hand; carpometacarpal joint";;0;01.01.2003;;;1;
NDQ23;;"Randme või labakäe amputatsiooni- või randme- või labakäeliigese eksartikulatsiooniköndi revisioon; pöial täielikult";"Revision of amputation or exarticulation stump in wrist or hand; thumb, total";;0;01.01.2003;;;1;
NDQ24;;"Randme või labakäe amputatsiooni- või randme- või labakäeliigese eksartikulatsiooniköndi revisioon; pöial osaliselt";"Revision of amputation or exarticulation stump in wrist or hand; thumb, partial";;0;01.01.2003;;;1;
NDQ25;;"Randme või labakäe amputatsiooni- või randme- või labakäeliigese eksartikulatsiooniköndi revisioon; muud sõrmed täielikult";"Revision of amputation or exarticulation stump in wrist or hand; other fingers, total";;0;01.01.2003;;;1;
NDQ26;;"Randme või labakäe amputatsiooni- või randme- või labakäeliigese eksartikulatsiooniköndi revisioon; muud sõrmed osaliselt";"Revision of amputation or exarticulation stump in wrist or hand; other fingers, partial";;0;01.01.2003;;;1;
NDQ99;;Muu amputatsioon või sellega seotud operatsioon randmel või labakäel;Other amputation or related operation in wrist or hand;;0;01.01.2010;;;1;
NDR09;;Randme või labakäe pehme koe tuumori mittetäielik ekstsisioon;Incomplete excision of soft tissue tumour of wrist or hand;;0;01.01.2003;;;1;
NDR19;;Randme või labakäe pehme koe tuumori täielik ekstsisioon;Complete excision of soft tissue tumour of wrist or hand;;0;01.01.2003;;;1;
NDR29;;Randme või labakäe pehme koe tuumori laiendatud ekstsisioon;Extended excision of soft tissue tumour of wrist or hand;;0;01.01.2003;;;1;
NDR39;;Randme või labakäe pehme koe tuumori plokk-ekstsisioon;Block excision of soft tissue tumour of wrist or hand;;0;01.01.2003;;;1;
NDR49;;Randme või labakäe luu või kõhre tuumori mittetäielik ekstsisioon;Incomplete excision of tumour of bone or cartilage of wrist or hand;;0;01.01.2003;;;1;
NDR59;;Randme või labakäe luu või kõhre tuumori täielik ekstsisioon;Complete excision of tumour of bone or cartilage of wrist or hand;;0;01.01.2003;;;1;
NDR69;;Randme või labakäe luu või kõhre tuumori laiendatud ekstsisioon;Extended excision of tumour of bone or cartilage of wrist or hand;;0;01.01.2003;;;1;
NDR79;;Randme või labakäe luu või kõhre tuumori plokk-ekstsisioon;Block excision of tumour of bone or cartilage of wrist or hand;;0;01.01.2003;;;1;
NDR99;;Muu operatsioon randme või labakäe tuumori korral;Other operation for tumour of wrist or hand;;0;01.01.2003;;;1;
NDS09;;Intsisioon või nekrektoomia randme või labakäe kõõluse infektsiooni korral;Incision and debridement of infection of tendon of wrist or hand;;0;01.01.2003;;;1;
NDS19;;Intsisioon või nekrektoomia randme- või labakäeliigese infektsiooni korral;Incision and debridement of infection of joint of wrist or hand;;0;01.01.2003;;;1;
NDS29;;Intsisioon või nekrektoomia randme- või labakäeluu infektsiooni korral;Incision and debridement of infection of bone of wrist or hand;;0;01.01.2003;;;1;
NDS39;;Intsisioon või nekrektoomia randme või labakäe kõõluse infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse;Incision and debridement of infection of tendon of wrist or hand with introduction of therapeutic agent;;0;01.01.2003;;;1;
NDS49;;Intsisioon või nekrektoomia randme või labakäe liigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse;Incision and debridement of infection of joint of wrist or hand with introduction of therapeutic agent;;0;01.01.2003;;;1;
NDS59;;Intsisioon või nekrektoomia randme- või labakäeluu infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse;Incision and debridement of infection of bone of wrist or hand with introduction of therapeutic agent;;0;01.01.2003;;;1;
NDS99;;Muu operatsioon randme või labakäe kõõluse, liigese või luu infektsiooni korral;Other operation for infection of tendon, joint or bone of wrist or hand;;0;01.01.2003;;;1;
NDT09;;Võõrkeha eemaldamine randme või labakäe koest;Removal of foreign body from tissue of wrist or hand;;0;01.01.2010;;;1;
NDT19;;Randme- või labakäeliigese redressioon;Forcible manipulation of joint of wrist or hand;;0;01.01.2003;;;1;
NDT39;;Randme või labakäe deformatsiooni korrektsioon lihase, kõõluse või sidemega;Correction of deformity of wrist or hand using muscle, tendon or ligament;;0;01.01.2003;;;1;
NDT49;;Randme või labakäe deformatsiooni korrektsioon välise või sisemise fiksatsiooniga;Correction of deformity of wrist or hand using external or internal fixation;;0;01.01.2003;;;1;
NDT69;;Pollitsisatsioon;Pollicisation;;0;01.01.2003;;;1;
NDT79;;Metakarpaalne falangisatsioon;Phalangisation of metacarpal;;0;01.01.2003;;;1;
NDT99;;Muu operatsioon randmel või labakäel;Other operation on wrist or hand;;0;01.01.2003;;;1;
NDU00;;"Osalise proteesi eemaldamine randmeliigesest; kõik osad";"Removal of partial prosthesis from joint of wrist; all parts";;0;01.01.2003;;;1;
NDU01;;"Osalise proteesi eemaldamine randmeliigesest; üks osa  - proksimaalne";"Removal of partial prosthesis from joint of wrist; single part - proximal";;0;01.01.2003;;;1;
NDU02;;"Osalise proteesi eemaldamine randmeliigesest; üks osa - distaalne";"Removal of partial prosthesis from joint of wrist; single part - distal";;0;01.01.2003;;;1;
NDU03;;"Osalise proteesi eemaldamine randmeliigesest; üks osa - muu";"Removal of partial prosthesis from joint of wrist; single part - other";;0;01.01.2003;;;1;
NDU09;;"Osalise proteesi eemaldamine randmeliigesest; muu või määratlemata";"Removal of partial prosthesis from joint of wrist; other or unspecified";;0;01.01.2003;;;1;
NDU10;;"Totaalse proteesi eemaldamine randmeliigesest; kõik osad";"Removal of total prosthesis from joint of wrist; all parts";;0;01.01.2003;;;1;
NDU11;;"Totaalse proteesi eemaldamine randmeliigesest; üks osa  - proksimaalne";"Removal of total prosthesis from joint of wrist; single part - proximal";;0;01.01.2003;;;1;
NDU12;;"Totaalse proteesi eemaldamine randmeliigesest; üks osa - distaalne";"Removal of total prosthesis from joint of wrist; single part - distal";;0;01.01.2003;;;1;
NDU13;;"Totaalse proteesi eemaldamine randmeliigesest; üks osa - muu";"Removal of total prosthesis from joint of wrist; single part - other";;0;01.01.2003;;;1;
NDU19;;"Totaalse proteesi eemaldamine randmeliigesest; muu või määratlemata";Removal of prosthesis from wrist;;0;01.01.2003;;;1;
NDU20;;"Proteesi eemaldamine muust labakäeliigesest; kõik osad";"Removal of prosthesis from other joint of hand; all parts";;0;01.01.2003;;;1;
NDU21;;"Proteesi eemaldamine muust labakäeliigesest; üks osa  - proksimaalne";"Removal of prosthesis from other joint of hand; single part - proximal";;0;01.01.2003;;;1;
NDU22;;"Proteesi eemaldamine muust labakäeliigesest; üks osa - distaalne";"Removal of prosthesis from other joint of hand; single part - distal";;0;01.01.2003;;;1;
NDU23;;"Proteesi eemaldamine muust labakäeliigesest; üks osa - muu";"Removal of prosthesis from other joint of hand; single part - other";;0;01.01.2003;;;1;
NDU29;;"Proteesi eemaldamine muust labakäeliigesest; muu või määratlemata";Removal of prosthesis from finger;;0;01.01.2003;;;1;
NDU39;;Välise fiksatsioonivahendi eemaldamine randmelt või labakäelt;Removal of external fixation device from wrist or hand;;0;01.01.2003;;;1;
NDU49;;Sisemise fiksatsioonivahendi eemaldamine randmelt või labakäelt;Removal of internal fixation device from wrist or hand;;0;01.01.2003;;;1;
NDU69;;Proteessideme eemaldamine randmelt või labakäelt;Removal of prosthetic ligament from wrist or hand;;0;01.01.2003;;;1;
NDU89;;Terapeutilise implantaadi eemaldamine randme või labakäe infektsiooni ravi korral;Removal of therapeutic implant in treatment of infection or wrist or hand;;0;01.01.2003;;;1;
NDU99;;Muu implantaadi eemaldamine randmelt või labakäelt;Removal of other implant from wrist or hand;;0;01.01.2003;;;1;
NDW49;;Haava dehistsentsi korrektsioon randme või labakäe kirurgias;Repair of wound dehiscence in surgery of wrist or hand;;0;01.01.2003;;;1;
NDW59;;Kordusoperatsioon pindmise infektsiooni korral randme või labakäe kirurgias;Reoperation for superficial infection in surgery of wrist or hand;;0;01.01.2003;;;1;
NDW69;;Kordusoperatsioon süvainfektsiooni korral randme või labakäe kirurgias;Reoperation for deep infection in surgery of wrist or hand;;0;01.01.2003;;;1;
NDW79;;Kordusoperatsioon pindmise verejooksu korral randme või labakäe kirurgias;Reoperation for superficial haemorrhage in surgery of wrist or hand;;0;01.01.2003;;;1;
NDW89;;Kordusoperatsioon sisemise verejooksu korral randme või labakäe kirurgias;Reoperation for deep haemorrhage in surgery of wrist or hand;;0;01.01.2003;;;1;
NDW99;;Muu kordusoperatsioon randme või labakäe kirurgias;Other reoperation in surgery of wrist or hand;;0;01.01.2003;;;1;
NEA00;;"Vaagna pehme koe eksploratsioon; perkutaanne";"Exploration of soft tissue of pelvis; percutaneous";;0;01.01.2003;;;1;
NEA01;;"Vaagna pehme koe eksploratsioon; artroskoopiline";"Exploration of soft tissue of pelvis; arthroscopic";;0;01.01.2003;;;1;
NEA02;;"Vaagna pehme koe eksploratsioon; lahtine";"Exploration of soft tissue of pelvis; open";;0;01.01.2003;;;1;
NEA09;;"Vaagna pehme koe eksploratsioon; määratlemata";Exploration av mjukdelar i bäckenet, ospecificerad;;0;01.01.2003;;;1;
NEA10;;"Vaagnaliigese eksploratsioon; perkutaanne";"Exploration of joint of pelvis; percutaneous";;0;01.01.2003;;;1;
NEA11;;"Vaagnaliigese eksploratsioon; artroskoopiline";"Exploration of joint of pelvis; arthroscopic";;0;01.01.2003;;;1;
NEA12;;"Vaagnaliigese eksploratsioon; lahtine";"Exploration of joint of pelvis; open";;0;01.01.2003;;;1;
NEA19;;"Vaagnaliigese eksploratsioon; määratlemata";"Exploration of joint of pelvis; unspecified";;0;01.01.2003;;;1;
NEA20;;"Vaagnaliigese või vaagna pehme koe biopsia; perkutaanne";"Biopsy of soft tissue or joint of pelvis; percutaneous";;0;01.01.2003;;;1;
NEA21;;"Vaagnaliigese või vaagna pehme koe biopsia; artroskoopiline";"Biopsy of soft tissue or joint of pelvis; arthroscopic";;0;01.01.2003;;;1;
NEA22;;"Vaagnaliigese või vaagna pehme koe biopsia; lahtine";"Biopsy of soft tissue or joint of pelvis; open";;0;01.01.2003;;;1;
NEA29;;"Vaagnaliigese või vaagna pehme koe biopsia; määratlemata";"Biopsy of soft tissue or joint of pelvis; unspecified";;0;01.01.2003;;;1;
NEA30;;"Vaagnaluu biopsia; perkutaanne";"Biopsy of bone of pelvis; percutaneous";;0;01.01.2003;;;1;
NEA31;;"Vaagnaluu biopsia; artroskoopiline";"Biopsy of bone of pelvis; arthroscopic";;0;01.01.2003;;;1;
NEA32;;"Vaagnaluu biopsia; lahtine";"Biopsy of bone of pelvis; open";;0;01.01.2003;;;1;
NEA39;;"Vaagnaluu biopsia; määratlemata";"Biopsy of bone of pelvis; unspecified";;0;01.01.2003;;;1;
NEB99;;Vaagnaliigese esmane proteesimine osalise proteesiga;Primary partial prosthetic replacement of joint of pelvis;;0;01.01.2003;;;1;
NEC99;;Vaagnaliigese teisene proteesimine;Secondary implantation of prosthesis in joint of pelvis;;0;01.01.2003;;;1;
NEE99;;Operatsioon vaagnaliigese kapslil või sidemel;Operation on capsule or ligament of joint of pelvis;;0;01.01.2003;;;1;
NEF99;;Operatsioon vaagnaliigese sünoviaalmembraanil  või liigespinnal;Operation on synovia or surface of joint of pelvis;;0;01.01.2003;;;1;
NEG09;;Vaagnaliigese ekstsisiooni artroplastika;Excision arthroplasty of joint of pelvis;;0;01.01.2003;;;1;
NEG19;;Vaagnaliigese interpositsiooni artroplastika;Interposition arthroplasty of joint of pelvis;;0;01.01.2003;;;1;
NEG29;;Vaagnaliigese muu artroplastika ilma proteesimiseta;Other arthroplasty of joint of pelvis without prosthetic replacement;;0;01.01.2003;;;1;
NEG39;;Vaagnaliigese artrodees ilma fiksatsioonita;Fusion of joint of pelvis without fixation;;0;01.01.2003;;;1;
NEG49;;Vaagnaliigese artrodees sisemise fiksatsiooniga;Fusion of joint of pelvis with internal fixation;;0;01.01.2003;;;1;
NEG59;;Vaagnaliigese artrodees välise fiksatsiooniga;Fusion of joint of pelvis with external fixation;;0;01.01.2003;;;1;
NEG99;;Vaagnaliigese muu ekstsisioon, rekonstruktsioon või artrodees;Other excision, reconstruction or fusion of joint of pelvis;;0;01.01.2003;;;1;
NEH09;;Vaagnaliigese luksatsiooni paigaldamine;Reduction of dislocation of joint of pelvis;;0;01.01.2003;;;1;
NEH29;;Vaagnaliigese proteesi luksatsiooni paigaldamine;Reduction of dislocation prosthesis of joint of pelvis;;0;01.01.2003;;;1;
NEH99;;Muu operatsioon vaagnaliigesel;Other operation on joint of pelvis;;0;01.01.2003;;;1;
NEJ09;;Vaagnaluumurru kinnine paigaldamine;Closed reduction of fracture of pelvis;;0;01.01.2003;;;1;
NEJ19;;Vaagnaluumurru lahtine paigaldamine;Open reduction of fracture of pelvis;;0;01.01.2003;;;1;
NEJ29;;Vaagnaluumurru väline fiksatsioon;External fixation of fracture of pelvis;;0;01.01.2003;;;1;
NEJ39;;Vaagnaluumurru sisemine fiksatsioon bioimplantaadiga;Internal fixation of fracture of pelvis using bioimplant;;0;01.01.2003;;;1;
NEJ49;;Vaagnaluumurru sisemine fiksatsioon traadi, varda, lingu või nõelaga;Internal fixation of fracture of pelvis using wire, rod, cerclage or pin;;0;01.01.2003;;;1;
NEJ69;;Vaagnaluumurru sisemine fiksatsioon plaadi ja kruvidega;Internal fixation of fracture of pelvis using plate and screws;;0;01.01.2003;;;1;
NEJ79;;Vaagnaluumurru sisemine fiksatsioon ainult kruvidega;Internal fixation of fracture of pelvis using screws alone;;0;01.01.2003;;;1;
NEJ89;;Vaagnaluumurru sisemine fiksatsioon muul või kombineeritud meetodil;Internal fixation of fracture of pelvis using other or combined methods;;0;01.01.2003;;;1;
NEJ99;;Vaagnaluumurru muu kirurgia;Other fracture surgery of pelvis;;0;01.01.2003;;;1;
NEK09;;Vaagnaluu fragmendi ekstsisioon;Excision of fragment of bone of pelvis;;0;01.01.2003;;;1;
NEK19;;Vaagnaluu osaline või täielik ekstsisioon;Partial or total excision of bone of pelvis;;0;01.01.2003;;;1;
NEK29;;Vaagnaluu fenestratsioon või mulgustamine;Fenestration or forage of bone of pelvis;;0;01.01.2003;;;1;
NEK39;;Vaagnaluu tsüsti ekskohleatsioon;Curettage of cyst of bone of pelvis;;0;01.01.2003;;;1;
NEK49;;Vaagna epifüsiodees;Epiphysiodesis of pelvis;;0;01.01.2003;;;1;
NEK59;;Vaagna angulatsioon, rotatsioon või nihutus-osteotoomia;Angulation, rotation or displacement osteotomy of pelvis;;0;01.01.2003;;;1;
NEK79;;Luu transport-operatsioon vaagnaluul;Bone transport operation of pelvis;;0;01.01.2003;;;1;
NEK89;;Vaagnaluu epifüsaarplaadi distraktsioon-pikendamine;Traction lengthening of epiphyseal plate of pelvis;;0;01.01.2003;;;1;
NEK99;;Muu operatsioon vaagnaluul;Other operation on bone of pelvis;;0;01.01.2003;;;1;
NEL09;;Vaagna lihase vabastamine;Freeing of muscle of pelvis;;0;01.01.2003;;;1;
NEL19;;Vaagna lihase suturatsioon või plastiline korrektsioon;Suture or plastic repair of muscle of pelvis;;0;01.01.2003;;;1;
NEL29;;Vaagna lihase transpositsioon;Transposition of muscle of pelvis;;0;01.01.2003;;;1;
NEL79;;Vaagna lihase või kõõluse ekstsisioon;Excision of muscle or tendon of pelvis;;0;01.01.2010;;;1;
NEL99;;Muu operatsioon vaagna lihasel või kõõlusel;Other operation on muscle or tendon of pelvis;;0;01.01.2003;;;1;
NEM99;;Muu operatsioon vaagna fastsial, ganglionil või limapaunal;Operation on fascia, ganglion or bursa of pelvis;;0;01.01.2003;;;1;
NEN09;;Luu autotransplantaat vaagnaluule;Autograft of bone to pelvis;;0;01.01.2003;;;1;
NEN19;;Luu allotransplantaat vaagnaluule;Allograft of bone to pelvis;;0;01.01.2003;;;1;
NEN29;;Luu ksenotransplantaat vaagnaluule;Xenograft of bone to pelvis;;0;01.01.2003;;;1;
NEN49;;Kõhre, periosti või fastsia transplantatsioon vaagnale;Transplantation of cartilage, periosteum or fascia to pelvis;;0;01.01.2003;;;1;
NEN99;;Muu transplantatsioon vaagna kirurgias;Other transplantation in surgery of pelvis;;0;01.01.2003;;;1;
NEP29;;Jäseme replantatsioon vaagnatasandil;Replantation of extremity at level of pelvis;;0;01.01.2003;;;1;
NEQ19;;Hemipelviektoomia;Hemipelvectomy;;0;01.01.2003;;;1;
NEQ29;;Vaagna amputatsiooni- või vaagnaliigese eksartikulatsiooniköndi revisioon;Revision of amputation or exarticulation stump of pelvis;;0;01.01.2003;;;1;
NEQ99;;Vaagna muu amputatsioon või sellega seotud operatsioon;Other amputation in pelvis or related operation;;0;01.01.2003;;;1;
NER09;;Vaagna pehme koe tuumori mittetäielik ekstsisioon;Incomplete excision of soft tissue tumour of pelvis;;0;01.01.2003;;;1;
NER19;;Vaagna pehme koe tuumori täielik ekstsisioon;Complete excision of soft tissue tumour of pelvis;;0;01.01.2003;;;1;
NER29;;Vaagna pehme koe tuumori laiendatud ekstsisioon;Extended excision of soft tissue tumour of pelvis;;0;01.01.2003;;;1;
NER39;;Vaagna pehme koe tuumori plokk-ekstsisioon;Block excision of soft tissue tumour of pelvis;;0;01.01.2003;;;1;
NER49;;Vaagna luu või kõhre tuumori mittetäielik ekstsisioon;Incomplete excision of tumour of bone or cartilage of pelvis;;0;01.01.2003;;;1;
NER59;;Vaagna luu või kõhre tuumori täielik ekstsisioon;Complete excision of tumour of bone or cartilage of pelvis;;0;01.01.2003;;;1;
NER69;;Vaagna luu või kõhre tuumori laiendatud ekstsisioon;Extended excision of tumour of bone or cartilage of pelvis;;0;01.01.2003;;;1;
NER79;;Vaagna luu või kõhre tuumori plokk-ekstsisioon;Block excision of tumour of bone or cartilage of pelvis;;0;01.01.2003;;;1;
NER99;;Muu operatsioon vaagna tuumori korral;Other operation for tumour of pelvis;;0;01.01.2003;;;1;
NES19;;Intsisioon või nekrektoomia vaagnaliigese infektsiooni korral;Incision and debridement of infection of joint of pelvis;;0;01.01.2003;;;1;
NES29;;Intsisioon või nekrektoomia vaagnaluu infektsiooni korral;Incision and debridement of infection of bone of pelvis;;0;01.01.2003;;;1;
NES49;;Intsisioon või nekrektoomia vaagnaliigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse;Incision and debridement of infection of joint of pelvis with introduction of therapeutic agent;;0;01.01.2003;;;1;
NES59;;Intsisioon või nekrektoomia vaagnaluu infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse;Incision and debridement of infection of bone of pelvis with introduction of therapeutic agent;;0;01.01.2003;;;1;
NES99;;Muu operatsioon vaagna kõõluse, liigese või luu infektsiooni korral;Other operation for infection of tendon, joint or bone of pelvis;;0;01.01.2003;;;1;
NET09;;Võõrkeha eemaldamine vaagna koest;Removal of foreign body from tissue of pelvis;;0;01.01.2010;;;1;
NET49;;Vaagnaliigese deformatsiooni korrektsioon välise või sisemise fiksatsiooniga;Correction of deformity of joint of pelvis using external or internal fixation;;0;01.01.2003;;;1;
NET99;;Muu operatsioon vaagnal;Other operation on pelvis;;0;01.01.2003;;;1;
NEU19;;Totaalse proteesi eemaldamine vaagnaliigeselt;Removal of total prosthesis from joint of pelvis;;0;01.01.2003;;;1;
NEU39;;Välise fiksatsioonivahendi eemaldamine vaagnalt;Removal of external fixation device from pelvis;;0;01.01.2003;;;1;
NEU49;;Sisemise fiksatsioonivahendi eemaldamine vaagnalt;Removal of internal fixation device from pelvis;;0;01.01.2003;;;1;
NEU89;;Terapeutilise implantaadi eemaldamine vaagna infektsiooni ravi korral;Removal of therapeutic implant in treatment of infection of pelvis;;0;01.01.2003;;;1;
NEU99;;Muu implantaadi eemaldamine vaagnalt;Removal of other implant from pelvis;;0;01.01.2003;;;1;
NEW49;;Haava dehistsentsi korrektsioon vaagna kirurgias;Repair of wound dehiscence in surgery of pelvis;;0;01.01.2003;;;1;
NEW59;;Kordusoperatsioon pindmise infektsiooni korral vaagna kirurgias;Reoperation for superficial infection in surgery of pelvis;;0;01.01.2003;;;1;
NEW69;;Kordusoperatsioon süvainfektsiooni korral vaagna kirurgias;Reoperation for deep infection in surgery of pelvis;;0;01.01.2003;;;1;
NEW79;;Kordusoperatsioon pindmise verejooksu korral vaagna kirurgias;Reoperation for superficial haemorrhage in surgery of pelvis;;0;01.01.2003;;;1;
NEW89;;Kordusoperatsioon sisemise verejooksu korral vaagna kirurgias;Reoperation for deep haemorrhage in surgery of pelvis;;0;01.01.2003;;;1;
NEW99;;Muu kordusoperatsioon vaagna kirurgias;Other reoperation in surgery of pelvis;;0;01.01.2003;;;1;
NFA00;;"Puusa ja reie pehme koe eksploratsioon; perkutaanne";"Exploration of soft tissue of hip and thigh; percutaneous";;0;01.01.2003;;;1;
